id	genome_fraction	observed_region_hits	fold_enrichment	p_value	p_adjust	mean_tss_dist	observed_gene_hits	gene_set_size	fold_enrichment_hyper	p_value_hyper	p_adjust_hyper	name
GO:0008134	0.000386269781706946	526	2.24628073985499	0	0	28816	9	9	1.02891559913543	0.773696537467613	0.948369289611064	transcription factor binding
GO:0008172	8.21278525217482e-05	161	3.23373503840582	0	0	6039	5	5	1.02891559913543	0.867157580884768	0.948369289611064	S-methyltransferase activity
GO:0008409	0.000117502814654639	170	2.38654525970408	0	0	3540	7	7	1.02891559913543	0.819096335237614	0.948369289611064	5'-3' exonuclease activity
GO:0008425	5.75815296446688e-05	76	2.1772054762052	1.21380416828742e-09	5.59910977891115e-09	6244	6	6	1.02891559913543	0.842784742908068	0.948369289611064	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity
GO:0008519	0.000197177395211566	245	2.04964186239447	0	0	20341	10	10	1.02891559913543	0.751948341352152	0.948369289611064	ammonium transmembrane transporter activity
GO:0008568	0.000201636908895994	291	2.3806304339387	0	0	10233	8	8	1.02891559913543	0.796073154963051	0.948369289611064	microtubule severing ATPase activity
GO:0008689	4.59976766482524e-05	69	2.47447014421598	4.02082811490345e-11	2.08762345995356e-10	5742	5	5	1.02891559913543	0.867157580884768	0.948369289611064	3-demethylubiquinone-9 3-O-methyltransferase activity
GO:0009331	0.000115940319642246	150	2.13415416844393	1.11022302462516e-16	8.69138960257778e-16	6391	6	6	1.02891559913543	0.842784742908068	0.948369289611064	glycerol-3-phosphate dehydrogenase complex
GO:0009641	0.000159171380984855	251	2.60122404944851	0	0	12982	7	7	1.02891559913543	0.819096335237614	0.948369289611064	shade avoidance
GO:0009643	0.000229549327302625	349	2.50794741323802	0	0	10452	8	8	1.02891559913543	0.796073154963051	0.948369289611064	photosynthetic acclimation
GO:0009827	0.000112798442850587	138	2.01811079467058	9.39248678832882e-14	6.04662839944612e-13	8462	5	5	1.02891559913543	0.867157580884768	0.948369289611064	plant-type cell wall modification
GO:0009880	0.000159386687262456	344	3.56020840981264	0	0	8013	9	9	1.02891559913543	0.773696537467613	0.948369289611064	embryonic pattern specification
GO:0009920	0.00035587078687861	570	2.64211392785821	0	0	22880	8	8	1.02891559913543	0.796073154963051	0.948369289611064	cell plate formation involved in plant-type cell wall biogenesis
GO:0010022	0.000232603955798785	320	2.26935221268449	0	0	22211	6	6	1.02891559913543	0.842784742908068	0.948369289611064	meristem determinacy
GO:0010086	0.000202234512812472	267	2.17783519323775	0	0	24872	6	6	1.02891559913543	0.842784742908068	0.948369289611064	embryonic root morphogenesis
GO:0010103	0.00023516042467226	295	2.06931594197223	0	0	32974	6	6	1.02891559913543	0.842784742908068	0.948369289611064	stomatal complex morphogenesis
GO:0010142	0.000192956172570758	251	2.14577444548919	0	0	17963	7	7	1.02891559913543	0.819096335237614	0.948369289611064	farnesyl diphosphate biosynthetic process, mevalonate pathway
GO:0010192	0.000205795744314752	279	2.23633487727919	0	0	23637	5	5	1.02891559913543	0.867157580884768	0.948369289611064	mucilage biosynthetic process
GO:0010208	8.46022329451576e-05	142	2.76869771348451	0	0	14609	5	5	1.02891559913543	0.867157580884768	0.948369289611064	pollen wall assembly
GO:0010277	0.00010974897419986	137	2.05915538931803	2.77555756156289e-14	1.86898176798727e-13	7974	5	5	1.02891559913543	0.867157580884768	0.948369289611064	chlorophyllide a oxygenase [overall] activity
GO:0010332	0.000246434217865856	320	2.1419927246405	0	0	23919	6	6	1.02891559913543	0.842784742908068	0.948369289611064	response to gamma radiation
GO:0015671	0.000132358009655389	200	2.49257819353683	0	0	9857	6	6	1.02891559913543	0.842784742908068	0.948369289611064	oxygen transport
GO:0015696	0.00015491169404173	191	2.03384657025811	0	0	21986	8	8	1.02891559913543	0.796073154963051	0.948369289611064	NA
GO:0015711	0.000148066924536822	195	2.17242893642863	0	0	16018	6	6	1.02891559913543	0.842784742908068	0.948369289611064	organic anion transport
GO:0016117	0.000416277097359254	548	2.17153615348417	0	0	13450	17	17	1.02891559913543	0.615886180871339	0.948369289611064	carotenoid biosynthetic process
GO:0016120	0.000110306237506592	182	2.7217005440367	0	0	6537	7	7	1.02891559913543	0.819096335237614	0.948369289611064	carotene biosynthetic process
GO:0016123	0.00017385723924004	236	2.23917608641376	0	0	15431	7	7	1.02891559913543	0.819096335237614	0.948369289611064	xanthophyll biosynthetic process
GO:0016233	0.000160739504919539	311	3.19158772475144	0	0	14247	8	8	1.02891559913543	0.796073154963051	0.948369289611064	telomere capping
GO:0016817	3.51441763189921e-05	105	4.92838870220024	0	0	4835	5	5	1.02891559913543	0.867157580884768	0.948369289611064	hydrolase activity, acting on acid anhydrides
GO:0016972	0.000115382118181799	211	3.01656696865224	0	0	11143	5	5	1.02891559913543	0.867157580884768	0.948369289611064	thiol oxidase activity
GO:0017077	0.000106965003050489	146	2.25154261501216	0	0	21166	5	5	1.02891559913543	0.867157580884768	0.948369289611064	oxidative phosphorylation uncoupler activity
GO:0017182	0.000181432830488962	396	3.60037994050654	0	0	20611	10	10	1.02891559913543	0.751948341352152	0.948369289611064	peptidyl-diphthamide metabolic process
GO:0018279	0.000244306485240153	298	2.0121033853897	0	0	27901	8	8	1.02891559913543	0.796073154963051	0.948369289611064	protein N-linked glycosylation via asparagine
GO:0019203	7.89611146566416e-05	152	3.17540658375445	0	0	4290	5	5	1.02891559913543	0.867157580884768	0.948369289611064	carbohydrate phosphatase activity
GO:0019288	0.000295998754938679	403	2.24586778306126	0	0	15157	10	10	1.02891559913543	0.751948341352152	0.948369289611064	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
GO:0019511	0.0001965056771516	258	2.16577645222253	0	0	7627	8	8	1.02891559913543	0.796073154963051	0.948369289611064	peptidyl-proline hydroxylation
GO:0019673	9.46010752400194e-05	144	2.51093484079688	0	0	17605	5	5	1.02891559913543	0.867157580884768	0.948369289611064	GDP-mannose metabolic process
GO:0019825	0.000135172470800499	209	2.55051015604429	0	0	9551	7	7	1.02891559913543	0.819096335237614	0.948369289611064	oxygen binding
GO:0022904	0.000210995461280343	300	2.34540131767538	0	0	14858	8	8	1.02891559913543	0.796073154963051	0.948369289611064	respiratory electron transport chain
GO:0030100	0.000139769424004179	204	2.40761486123773	0	0	6019	5	5	1.02891559913543	0.867157580884768	0.948369289611064	regulation of endocytosis
GO:0030121	0.000290823429969678	390	2.2120973638563	0	0	12769	8	8	1.02891559913543	0.796073154963051	0.948369289611064	AP-1 adaptor complex
GO:0030124	0.000168785111179694	229	2.2380530238405	0	0	18268	5	5	1.02891559913543	0.867157580884768	0.948369289611064	AP-4 adaptor complex
GO:0030155	0.00022126918261371	287	2.13958718769025	0	0	37900	5	5	1.02891559913543	0.867157580884768	0.948369289611064	regulation of cell adhesion
GO:0030833	0.000323756847059186	431	2.1959746964611	0	0	17364	11	11	1.02891559913543	0.730810933781023	0.948369289611064	regulation of actin filament polymerization
GO:0030981	0.000249951356143529	405	2.6728128414133	0	0	28324	8	8	1.02891559913543	0.796073154963051	0.948369289611064	cortical microtubule cytoskeleton
GO:0031213	0.000154793486673636	212	2.25918711076453	0	0	5454	7	7	1.02891559913543	0.819096335237614	0.948369289611064	RSF complex
GO:0031903	0.00029010480422396	450	2.55874269766523	0	0	18436	9	9	1.02891559913543	0.773696537467613	0.948369289611064	microbody membrane
GO:0031931	0.000240588112990605	319	2.18718510980071	0	0	16624	5	5	1.02891559913543	0.867157580884768	0.948369289611064	TORC1 complex
GO:0033907	8.13660717051383e-05	145	2.93963680717969	0	0	12360	6	6	1.02891559913543	0.842784742908068	0.948369289611064	beta-D-fucosidase activity
GO:0034485	0.000312605013848544	383	2.02102580155168	0	0	22709	9	9	1.02891559913543	0.773696537467613	0.948369289611064	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity
GO:0034704	0.000100368844280065	133	2.18585697082897	8.88178419700125e-16	6.6566037212067e-15	5668	6	6	1.02891559913543	0.842784742908068	0.948369289611064	calcium channel complex
GO:0034975	0.000222961611915637	280	2.07155734155935	0	0	19732	7	7	1.02891559913543	0.819096335237614	0.948369289611064	protein folding in endoplasmic reticulum
GO:0035194	0.000142832495883774	209	2.41372775474574	0	0	20020	5	5	1.02891559913543	0.867157580884768	0.948369289611064	regulatory ncRNA-mediated post-transcriptional gene silencing
GO:0042138	0.000288133743268668	373	2.13542210388827	0	0	10987	12	12	1.02891559913543	0.710267176238029	0.948369289611064	meiotic DNA double-strand break formation
GO:0042148	6.06352199871135e-05	121	3.29176964558932	0	0	9301	5	5	1.02891559913543	0.867157580884768	0.948369289611064	strand invasion
GO:0042759	0.000137403869411714	175	2.10091319674641	0	0	11562	5	5	1.02891559913543	0.867157580884768	0.948369289611064	long-chain fatty acid biosynthetic process
GO:0042773	0.000433927521353956	608	2.31129514494902	0	0	79861	6	6	1.02891559913543	0.842784742908068	0.948369289611064	ATP synthesis coupled electron transport
GO:0042791	0.000168550103674077	254	2.48584311369534	0	0	12500	9	9	1.02891559913543	0.773696537467613	0.948369289611064	5S class rRNA transcription by RNA polymerase III
GO:0043014	0.000176678736538013	220	2.05403301256672	0	0	24376	5	5	1.02891559913543	0.867157580884768	0.948369289611064	alpha-tubulin binding
GO:0043039	0.00046320026264739	565	2.01209589128439	0	0	10464	18	18	1.02891559913543	0.598570399939056	0.948369289611064	tRNA aminoacylation
GO:0043401	0.000249774983245102	329	2.17278113967841	0	0	19558	7	7	1.02891559913543	0.819096335237614	0.948369289611064	steroid hormone mediated signaling pathway
GO:0043547	0.00013615893943186	180	2.18069721301594	0	0	17118	6	6	1.02891559913543	0.842784742908068	0.948369289611064	positive regulation of GTPase activity
GO:0044271	6.55741302199245e-05	101	2.540726155082	3.33066907387547e-16	2.52857490165708e-15	6175	5	5	1.02891559913543	0.867157580884768	0.948369289611064	cellular nitrogen compound biosynthetic process
GO:0045025	4.78613190031729e-05	104	3.58441015936578	0	0	5086	5	5	1.02891559913543	0.867157580884768	0.948369289611064	mitochondrial degradosome
GO:0045277	0.000187688908537685	235	2.06537196115318	0	0	13266	7	7	1.02891559913543	0.819096335237614	0.948369289611064	respiratory chain complex IV
GO:0047874	6.16432661539205e-05	96	2.5689438670548	8.88178419700125e-16	6.6566037212067e-15	4094	5	5	1.02891559913543	0.867157580884768	0.948369289611064	dolichyldiphosphatase activity
GO:0051010	0.000122608247171869	292	3.92854915127336	0	0	16730	5	5	1.02891559913543	0.867157580884768	0.948369289611064	microtubule plus-end binding
GO:0051013	0.00035747174619332	510	2.35340936705187	0	0	9313	13	13	1.02891559913543	0.69030041068097	0.948369289611064	microtubule severing
GO:0051016	0.000109586204530302	211	3.17611042349862	0	0	31083	5	5	1.02891559913543	0.867157580884768	0.948369289611064	barbed-end actin filament capping
GO:0051177	0.00022273973856203	294	2.17730188327923	0	0	12878	6	6	1.02891559913543	0.842784742908068	0.948369289611064	meiotic sister chromatid cohesion
GO:0051205	0.000128897160600618	158	2.02200748864478	1.4432899320127e-15	1.06133140398005e-14	14966	6	6	1.02891559913543	0.842784742908068	0.948369289611064	protein insertion into membrane
GO:0051233	0.000163220921495811	240	2.42551765239552	0	0	18550	7	7	1.02891559913543	0.819096335237614	0.948369289611064	spindle midzone
GO:0051258	0.000301442860947037	373	2.04114027553662	0	0	21558	10	10	1.02891559913543	0.751948341352152	0.948369289611064	protein polymerization
GO:0051377	4.63602730591141e-05	98	3.48697724906152	0	0	5264	5	5	1.02891559913543	0.867157580884768	0.948369289611064	mannose-ethanolamine phosphotransferase activity
GO:0051754	0.00018636845718377	318	2.81464569064828	0	0	22685	8	8	1.02891559913543	0.796073154963051	0.948369289611064	meiotic sister chromatid cohesion, centromeric
GO:0051880	9.14788996763771e-05	154	2.77695480734952	0	0	6727	5	5	1.02891559913543	0.867157580884768	0.948369289611064	G-quadruplex DNA binding
GO:0070042	7.52821448631249e-05	92	2.01588088430697	1.07404940496991e-09	4.97402326544037e-09	3735	6	6	1.02891559913543	0.842784742908068	0.948369289611064	rRNA (uridine-N3-)-methyltransferase activity
GO:0070814	0.000106788630152062	168	2.59509517104238	0	0	17365	6	6	1.02891559913543	0.842784742908068	0.948369289611064	hydrogen sulfide biosynthetic process
GO:0071034	0.000154388673345597	251	2.6818057000523	0	0	12579	6	6	1.02891559913543	0.842784742908068	0.948369289611064	CUT catabolic process
GO:0071049	0.000154388673345597	251	2.6818057000523	0	0	12579	6	6	1.02891559913543	0.842784742908068	0.948369289611064	NA
GO:0071369	0.000126325212190845	167	2.18069766287538	0	0	12264	6	6	1.02891559913543	0.842784742908068	0.948369289611064	cellular response to ethylene stimulus
GO:0080001	0.000242484590725552	320	2.17688183893127	0	0	20428	6	6	1.02891559913543	0.842784742908068	0.948369289611064	mucilage extrusion from seed coat
GO:0080038	0.000121716062988869	227	3.07642962131582	0	0	9552	8	8	1.02891559913543	0.796073154963051	0.948369289611064	positive regulation of cytokinin-activated signaling pathway
GO:0097306	0.000197967789716485	251	2.09145348743194	0	0	11287	10	10	1.02891559913543	0.751948341352152	0.948369289611064	cellular response to alcohol
GO:0097435	0.000507514891530867	635	2.06392522427766	0	0	20451	17	17	1.02891559913543	0.615886180871339	0.948369289611064	supramolecular fiber organization
GO:0102500	0.000160879758899937	203	2.08143884119282	0	0	12370	9	9	1.02891559913543	0.773696537467613	0.948369289611064	beta-maltose 4-alpha-glucanotransferase activity
GO:0120255	8.86808562212799e-05	153	2.8459716960171	0	0	20932	6	6	1.02891559913543	0.842784742908068	0.948369289611064	olefinic compound biosynthetic process
GO:1900247	0.000181432830488962	396	3.60037994050654	0	0	20611	10	10	1.02891559913543	0.751948341352152	0.948369289611064	regulation of cytoplasmic translational elongation
GO:1990481	6.99529626848586e-05	94	2.21661753403954	6.00675065243195e-12	3.37819656692773e-11	7310	5	5	1.02891559913543	0.867157580884768	0.948369289611064	mRNA pseudouridine synthesis
GO:1990937	0.000333880932875006	437	2.15903082095459	0	0	22591	11	11	1.02891559913543	0.730810933781023	0.948369289611064	xylan acetylation
